id,pipeline_id,external_run_id,status,started_at,finished_at,duration_seconds,rows_processed,error_message,status_reason,payload,ingested_at,created_at,updated_at
76e04630-3c3f-5593-89ea-0c6d05472df6,f8091a2b-3c4d-48a3-c4d5-e6f708192a3b,sensor-stream-20251102-0001,success,2025-11-02T21:36:44Z,2025-11-02T21:41:20Z,276,1561055,,,"{""attempt"":2,""environment"":""dev"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-11-02T21:50:44Z,2025-11-02T21:50:44Z,2025-11-02T21:50:44Z
07547012-ec69-565e-9a75-84c2c49babb5,0f1e2d3c-4b5a-4978-8c9d-0e1f2a3b4c5d,daily-ops-orchestrate-20251103-0002,success,2025-11-03T00:39:16Z,2025-11-03T00:55:48Z,992,917,,,"{""attempt"":2,""environment"":""prod"",""pipeline_type"":""healthcheck"",""platform"":""airflow"",""source"":""synthetic-orchestrator-v1""}",2025-11-03T00:49:16Z,2025-11-03T00:49:16Z,2025-11-03T00:49:16Z
53ac464e-467d-5152-8fe4-73d132cf72d7,2b3c4d5e-6f70-4bb6-f709-1a2b3c4d5e6f,dq-policy-20251103-0001,canceled,2025-11-03T03:09:20Z,2025-11-03T03:29:24Z,1204,287160,,,"{""attempt"":1,""environment"":""prod"",""pipeline_type"":""quality"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-11-03T03:19:20Z,2025-11-03T03:19:20Z,2025-11-03T03:19:20Z
228d28bf-7ac0-5d10-a81c-99407f7163d2,8192a3b4-c5d6-411c-5d6e-7f8091a2b3c4,social-ingest-20251103-0001,success,2025-11-03T03:12:56Z,2025-11-03T03:32:38Z,1182,4636341,,,"{""attempt"":1,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-11-03T03:34:56Z,2025-11-03T03:34:56Z,2025-11-03T03:34:56Z
11fe6f93-6ab2-526d-991d-61233455dfe5,b4c5d6e7-f809-444f-91a2-b3c4d5e6f708,procurement-20251103-0001,success,2025-11-03T04:30:30Z,2025-11-03T05:14:28Z,2638,1563566,,,"{""attempt"":3,""environment"":""staging"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-11-03T04:39:30Z,2025-11-03T04:39:30Z,2025-11-03T04:39:30Z
96c09b9e-9b5d-5089-bef0-d5cd2fa65494,2b3c4d5e-6f70-4bb6-f708-192a3b4c5d6e,phi-validations-20251103-0001,success,2025-11-03T05:52:35Z,2025-11-03T06:22:54Z,1819,256704,,,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""quality"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-11-03T06:00:35Z,2025-11-03T06:00:35Z,2025-11-03T06:00:35Z
85f0219b-a930-5662-96f6-af8b658e6a71,4d5e6f70-8192-4dd8-192a-3b4c5d6e7f80,scada-ingest-20251103-0001,failed,2025-11-03T07:29:26Z,2025-11-03T09:15:04Z,6338,2060958,API rate limit exceeded,upstream_throttle,"{""attempt"":1,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-11-03T07:39:26Z,2025-11-03T07:39:26Z,2025-11-03T07:39:26Z
fbb03f4a-2526-5039-bfcb-f6e3d25ef86c,1a2b3c4d-5e6f-4aa5-e6f7-091a2b3c4d5e,fraud-features-20251103-0001,success,2025-11-03T08:06:42Z,2025-11-03T10:06:04Z,7162,360317,,,"{""attempt"":2,""environment"":""staging"",""pipeline_type"":""transform"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-11-03T08:30:42Z,2025-11-03T08:30:42Z,2025-11-03T08:30:42Z
de4c205b-b7aa-5e8b-8db1-f87811d7b444,091a2b3c-4d5e-49b4-d5e6-f708192a3b4c,ehr-ingest-20251103-0001,success,2025-11-03T08:29:03Z,2025-11-03T08:43:20Z,857,4681233,,,"{""attempt"":2,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-11-03T08:30:03Z,2025-11-03T08:30:03Z,2025-11-03T08:30:03Z
48ee459d-a5f3-5291-aed0-1f5419f49583,6f708192-a3b4-4f2a-3b4c-5d6e7f8091a2,dq-checks-20251103-0001,success,2025-11-03T09:38:31Z,2025-11-03T09:44:48Z,377,495202,,,"{""attempt"":2,""environment"":""staging"",""pipeline_type"":""quality"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-11-03T09:45:31Z,2025-11-03T09:45:31Z,2025-11-03T09:45:31Z
ec1aedce-bb35-5612-9a1a-bf78c5b14f25,d6e7f809-1a2b-4661-a2b3-c4d5e6f7091a,customer360-20251103-0001,success,2025-11-03T10:08:17Z,2025-11-03T12:45:28Z,9431,261459,,,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""transform"",""platform"":""dbt"",""source"":""synthetic-orchestrator-v1""}",2025-11-03T10:18:17Z,2025-11-03T10:18:17Z,2025-11-03T10:18:17Z
82303fba-8b8d-5e5d-9042-49a432c6a85f,1a2b3c4d-5e6f-4aa5-e6f7-08192a3b4c5d,readmit-model-20251103-0001,success,2025-11-03T10:37:54Z,2025-11-03T10:59:39Z,1305,852574,,,"{""attempt"":3,""environment"":""staging"",""pipeline_type"":""transform"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-11-03T11:01:54Z,2025-11-03T11:01:54Z,2025-11-03T11:01:54Z
778e3b2f-8da4-5b78-a9c3-bdc3fc5dab2d,8192a3b4-c5d6-411c-5d6e-7f8091a2b3c4,social-ingest-20251103-0002,canceled,2025-11-03T11:35:55Z,2025-11-03T13:16:19Z,6024,2479108,,,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-11-03T11:39:55Z,2025-11-03T11:39:55Z,2025-11-03T11:39:55Z
ef39ee5b-7d75-527b-aa8d-74f06006fc5a,3c4d5e6f-7081-4cc7-1a2b-3c4d5e6f7080,monthly-close-20251103-0001,success,2025-11-03T13:21:51Z,2025-11-03T13:29:22Z,451,6895,,,"{""attempt"":1,""environment"":""prod"",""pipeline_type"":""healthcheck"",""platform"":""airflow"",""source"":""synthetic-orchestrator-v1""}",2025-11-03T13:36:51Z,2025-11-03T13:36:51Z,2025-11-03T13:36:51Z
b5b546b0-df15-5fc1-a8c2-6cdbf82dbcc5,e7f8091a-2b3c-4772-b3c4-d5e6f7091a2b,experiments-20251103-0001,success,2025-11-03T14:00:04Z,2025-11-03T14:03:52Z,228,1882,,,"{""attempt"":2,""environment"":""dev"",""pipeline_type"":""healthcheck"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-11-03T14:04:04Z,2025-11-03T14:04:04Z,2025-11-03T14:04:04Z
f29ff79d-15df-5f64-9a12-1ab957c4fc2a,b4c5d6e7-f809-446f-8091-a2b3c4d5e6f7,ads-ingest-20251103-0001,success,2025-11-03T15:58:20Z,2025-11-03T17:20:12Z,4912,2926468,,,"{""attempt"":2,""environment"":""dev"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-11-03T16:20:20Z,2025-11-03T16:20:20Z,2025-11-03T16:20:20Z
c4ae925a-8dec-5e32-b1fa-c228c6db03ac,b4c5d6e7-f809-446f-8091-a2b3c4d5e6f7,ads-ingest-20251103-0002,success,2025-11-03T19:56:31Z,2025-11-03T21:12:46Z,4575,859466,,,"{""attempt"":2,""environment"":""dev"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-11-03T20:04:31Z,2025-11-03T20:04:31Z,2025-11-03T20:04:31Z
e42449b4-8499-51c2-94f1-5cb0e55e80f9,708192a3-b4c5-402b-4c5d-6e7f8091a2b3,backfills-20251103-0001,success,2025-11-03T21:10:29Z,2025-11-03T21:18:27Z,478,3159,,,"{""attempt"":3,""environment"":""dev"",""pipeline_type"":""healthcheck"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-11-03T21:26:29Z,2025-11-03T21:26:29Z,2025-11-03T21:26:29Z
e2f2c600-9c56-564f-a842-57014aa05d4b,708192a3-b4c5-400b-5e6f-708091a2b3c4,airport-feeds-20251103-0001,success,2025-11-03T21:22:05Z,2025-11-03T21:32:40Z,635,6868,,,"{""attempt"":2,""environment"":""dev"",""pipeline_type"":""healthcheck"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-11-03T21:44:05Z,2025-11-03T21:44:05Z,2025-11-03T21:44:05Z
d67a5bd2-da71-5f0d-aa3d-5fc7c294dde4,0f1e2d3c-4b5a-4978-8c9d-0e1f2a3b4c5d,daily-ops-orchestrate-20251103-0001,success,2025-11-03T22:07:39Z,2025-11-03T22:15:06Z,447,4780,,,"{""attempt"":2,""environment"":""prod"",""pipeline_type"":""healthcheck"",""platform"":""airflow"",""source"":""synthetic-orchestrator-v1""}",2025-11-03T22:27:39Z,2025-11-03T22:27:39Z,2025-11-03T22:27:39Z
6a2f73e9-d821-5b68-a33d-870d6a6a6957,92a3b4c5-d6e7-424d-6e7f-8091a2b3c4d5,sales-marts-20251103-0001,success,2025-11-03T22:13:56Z,2025-11-03T23:09:43Z,3347,1711489,,,"{""attempt"":2,""environment"":""prod"",""pipeline_type"":""transform"",""platform"":""dbt"",""source"":""synthetic-orchestrator-v1""}",2025-11-03T22:26:56Z,2025-11-03T22:26:56Z,2025-11-03T22:26:56Z
56dfc361-82de-5dbd-943f-04257830144a,c5d6e7f8-091a-4570-91a2-b3c4d5e6f708,erp-extract-20251104-0001,success,2025-11-04T02:05:02Z,2025-11-04T03:25:27Z,4825,2971810,,,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T02:18:02Z,2025-11-04T02:18:02Z,2025-11-04T02:18:02Z
6862f15e-dd02-5f11-8b90-026d59b9d9c6,1a2b3c4d-5e6f-4aa5-e6f7-08192a3b4c5d,readmit-model-20251104-0001,success,2025-11-04T02:15:31Z,2025-11-04T05:11:04Z,10533,744594,,,"{""attempt"":2,""environment"":""staging"",""pipeline_type"":""transform"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T02:23:31Z,2025-11-04T02:23:31Z,2025-11-04T02:23:31Z
2625f971-bbe2-509f-a650-68dfa8214520,92a3b4c5-d6e7-422d-7080-91a2b3c4d5e6,finance-pack-20251104-0002,success,2025-11-04T02:49:29Z,2025-11-04T03:25:36Z,2167,1578512,,,"{""attempt"":3,""environment"":""staging"",""pipeline_type"":""transform"",""platform"":""dbt"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T03:08:29Z,2025-11-04T03:08:29Z,2025-11-04T03:08:29Z
4c09bf65-82d5-5a7a-8405-8651aeff1d15,4d5e6f70-8192-4dd8-2b3c-4d5e6f708091,bookings-ingest-20251104-0001,success,2025-11-04T03:16:24Z,2025-11-04T05:03:09Z,6405,3527071,,,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T03:28:24Z,2025-11-04T03:28:24Z,2025-11-04T03:28:24Z
7a42cff9-5c88-5d40-b0c8-a7ae9231e8f5,4d5e6f70-8192-4dd8-192a-3b4c5d6e7f80,scada-ingest-20251104-0001,success,2025-11-04T05:28:32Z,2025-11-04T05:36:39Z,487,2150567,,,"{""attempt"":1,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T05:47:32Z,2025-11-04T05:47:32Z,2025-11-04T05:47:32Z
bfb37a2f-e468-5a59-bad8-661e0f103e28,091a2b3c-4d5e-49b4-d5e6-f708192a3b4c,ehr-ingest-20251104-0002,success,2025-11-04T07:17:03Z,2025-11-04T08:51:23Z,5660,2674309,,,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T07:38:03Z,2025-11-04T07:38:03Z,2025-11-04T07:38:03Z
81fa2078-c4c7-52ad-9940-b9c4e7e9c75e,4d5e6f70-8192-4dd8-192a-3b4c5d6e7f80,scada-ingest-20251104-0002,success,2025-11-04T07:40:31Z,2025-11-04T09:17:43Z,5832,3007727,,,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T08:05:31Z,2025-11-04T08:05:31Z,2025-11-04T08:05:31Z
5f43f8e9-119e-5e4d-b022-c04410d2c4e0,4d5e6f70-8192-4dd8-192a-3b4c5d6e7f80,scada-ingest-20251104-0003,success,2025-11-04T08:32:29Z,2025-11-04T08:50:55Z,1106,4978039,,,"{""attempt"":2,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T08:48:29Z,2025-11-04T08:48:29Z,2025-11-04T08:48:29Z
2f72e7d5-dc0b-5305-9d1f-753f28bd77fd,0f1e2d3c-4b5a-4978-8c9d-0e1f2a3b4c5d,daily-ops-orchestrate-20251104-0001,success,2025-11-04T08:34:56Z,2025-11-04T08:52:34Z,1058,3231,,,"{""attempt"":2,""environment"":""prod"",""pipeline_type"":""healthcheck"",""platform"":""airflow"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T08:41:56Z,2025-11-04T08:41:56Z,2025-11-04T08:41:56Z
2751f746-18fe-5ed6-9725-ef36808fdfe0,3c4d5e6f-7081-4c9d-0e1f-2a3b4c5d6e7f,telemetry-stream-20251104-0001,success,2025-11-04T09:53:04Z,2025-11-04T10:54:18Z,3674,1693478,,,"{""attempt"":2,""environment"":""dev"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T09:54:04Z,2025-11-04T09:54:04Z,2025-11-04T09:54:04Z
23471ad2-c21d-561b-9b63-9c0f79c20716,1a2b3c4d-5e6f-4aa5-e6f7-08192a3b4c5d,readmit-model-20251104-0002,success,2025-11-04T10:20:25Z,2025-11-04T11:35:35Z,4510,1196087,,,"{""attempt"":1,""environment"":""staging"",""pipeline_type"":""transform"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T10:33:25Z,2025-11-04T10:33:25Z,2025-11-04T10:33:25Z
c8937e2b-3703-538d-8387-168932fd521c,a3b4c5d6-e7f8-435e-7f80-91a2b3c4d5e6,kpi-dashboards-20251104-0001,running,2025-11-04T10:35:57Z,,,270573,,,"{""attempt"":2,""environment"":""staging"",""pipeline_type"":""export"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T10:57:57Z,2025-11-04T10:57:57Z,2025-11-04T10:57:57Z
6e419aa1-5789-5cdd-a3cf-9fe7619a3111,091a2b3c-4d5e-49b4-d5e6-f708192a3b4c,ehr-ingest-20251104-0001,success,2025-11-04T11:12:43Z,2025-11-04T12:02:36Z,2993,3298065,,,"{""attempt"":2,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T11:24:43Z,2025-11-04T11:24:43Z,2025-11-04T11:24:43Z
a458ddcb-f610-5e74-996d-c8839045f4e6,3c4d5e6f-7081-4cc7-1a2b-3c4d5e6f7080,monthly-close-20251104-0001,success,2025-11-04T13:50:36Z,2025-11-04T14:00:39Z,603,7465,,,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""healthcheck"",""platform"":""airflow"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T14:06:36Z,2025-11-04T14:06:36Z,2025-11-04T14:06:36Z
642b3faf-1f85-5e0a-8dfa-b7edca05e26b,e7f8091a-2b3c-4772-b3c4-d5e6f7091a2b,experiments-20251104-0001,success,2025-11-04T14:41:18Z,2025-11-04T14:52:25Z,667,6634,,,"{""attempt"":3,""environment"":""dev"",""pipeline_type"":""healthcheck"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T14:50:18Z,2025-11-04T14:50:18Z,2025-11-04T14:50:18Z
d066387f-c00a-5bad-97c8-e1085469d334,f8091a2b-3c4d-48a3-c4d5-e6f708192a3b,sensor-stream-20251104-0001,success,2025-11-04T15:35:15Z,2025-11-04T16:17:26Z,2531,4983246,,,"{""attempt"":3,""environment"":""dev"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T15:58:15Z,2025-11-04T15:58:15Z,2025-11-04T15:58:15Z
079b2c37-294f-57ca-b36b-12cf2cc850bc,0f1e2d3c-4b5a-4978-8c9d-0e1f2a3b4c5d,daily-ops-orchestrate-20251104-0002,success,2025-11-04T15:43:36Z,2025-11-04T15:46:07Z,151,9598,,,"{""attempt"":1,""environment"":""prod"",""pipeline_type"":""healthcheck"",""platform"":""airflow"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T15:55:36Z,2025-11-04T15:55:36Z,2025-11-04T15:55:36Z
91bff25d-a55a-5639-a279-a6dfd8fb4068,1a2b3c4d-5e6f-4a7b-8c9d-0e1f2a3b4c6e,shipments-ingest-20251104-0001,success,2025-11-04T16:33:06Z,2025-11-04T17:27:50Z,3284,3354175,,,"{""attempt"":3,""environment"":""staging"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T16:44:06Z,2025-11-04T16:44:06Z,2025-11-04T16:44:06Z
fa949816-1919-5948-9664-f96eaa12d997,e7f8091a-2b3c-4792-b3c4-d5e6f708192a,costing-models-20251104-0001,success,2025-11-04T17:12:06Z,2025-11-04T17:37:12Z,1506,845703,,,"{""attempt"":1,""environment"":""prod"",""pipeline_type"":""transform"",""platform"":""dbt"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T17:26:06Z,2025-11-04T17:26:06Z,2025-11-04T17:26:06Z
7b8dffac-a25c-5a03-acee-be268c6ca992,8192a3b4-c5d6-411c-5d6e-7f8091a2b3c4,social-ingest-20251104-0001,success,2025-11-04T17:13:30Z,2025-11-04T17:42:34Z,1744,4263038,,,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T17:14:30Z,2025-11-04T17:14:30Z,2025-11-04T17:14:30Z
e42fbf43-c44a-5a1a-8b05-9bcd282e3cb9,2b3c4d5e-6f70-4bb6-f708-192a3b4c5d6e,phi-validations-20251104-0001,success,2025-11-04T17:48:18Z,2025-11-04T18:20:13Z,1915,27726,,,"{""attempt"":2,""environment"":""prod"",""pipeline_type"":""quality"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T18:00:18Z,2025-11-04T18:00:18Z,2025-11-04T18:00:18Z
e0feb21e-2851-53fd-aa70-7a29dec1ba44,92a3b4c5-d6e7-422d-7080-91a2b3c4d5e6,finance-pack-20251104-0001,running,2025-11-04T17:50:14Z,,,210286,,,"{""attempt"":3,""environment"":""staging"",""pipeline_type"":""transform"",""platform"":""dbt"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T18:10:14Z,2025-11-04T18:10:14Z,2025-11-04T18:10:14Z
e80d3aaa-7b7f-5789-aa76-72bf1349764f,f8091a2b-3c4d-4883-c4d5-e6f7091a2b3c,crm-sync-20251104-0001,success,2025-11-04T18:34:15Z,2025-11-04T19:17:29Z,2594,335400,,,"{""attempt"":2,""environment"":""staging"",""pipeline_type"":""export"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T18:42:15Z,2025-11-04T18:42:15Z,2025-11-04T18:42:15Z
4e9ec15e-43b8-529d-a47a-51f4e23767a2,a3b4c5d6-e7f8-435e-7f80-91a2b3c4d5e6,kpi-dashboards-20251104-0002,success,2025-11-04T19:57:15Z,2025-11-04T20:50:59Z,3224,524375,,,"{""attempt"":1,""environment"":""staging"",""pipeline_type"":""export"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T20:21:15Z,2025-11-04T20:21:15Z,2025-11-04T20:21:15Z
c3128831-ef48-56a1-afd8-c51c01beeab5,c5d6e7f8-091a-4550-91a2-b3c4d5e6f709,marketplace-ingest-20251104-0001,success,2025-11-04T20:49:40Z,2025-11-04T22:25:55Z,5775,3441738,,,"{""attempt"":1,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T21:03:40Z,2025-11-04T21:03:40Z,2025-11-04T21:03:40Z
918351a1-619d-5972-b25e-f4e31fd73621,708192a3-b4c5-402b-4c5d-6e7f8091a2b3,backfills-20251104-0001,success,2025-11-04T21:28:49Z,2025-11-04T21:48:35Z,1186,4225,,,"{""attempt"":1,""environment"":""dev"",""pipeline_type"":""healthcheck"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T21:36:49Z,2025-11-04T21:36:49Z,2025-11-04T21:36:49Z
f5410fc7-2888-5d75-82d2-73bf941739c1,6f708192-a3b4-4ffa-4d5e-6f708091a2b3,ops-dash-20251104-0001,success,2025-11-04T21:48:14Z,2025-11-04T21:58:20Z,606,476049,,,"{""attempt"":2,""environment"":""staging"",""pipeline_type"":""export"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T22:06:14Z,2025-11-04T22:06:14Z,2025-11-04T22:06:14Z
fce774ca-5d72-53db-9daf-a995040b39c3,c5d6e7f8-091a-4570-91a2-b3c4d5e6f708,erp-extract-20251104-0002,success,2025-11-04T22:05:11Z,2025-11-04T23:30:44Z,5133,2362899,,,"{""attempt"":2,""environment"":""prod"",""pipeline_type"":""ingestion"",""platform"":""vendor_api"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T22:16:11Z,2025-11-04T22:16:11Z,2025-11-04T22:16:11Z
8b6f8da7-fcb1-5df7-ab92-51be20bd6b67,1a2b3c4d-5e6f-4aa5-e6f7-091a2b3c4d5e,fraud-features-20251104-0001,success,2025-11-04T22:11:22Z,2025-11-04T23:12:35Z,3673,595397,,,"{""attempt"":2,""environment"":""staging"",""pipeline_type"":""transform"",""platform"":""custom"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T22:30:22Z,2025-11-04T22:30:22Z,2025-11-04T22:30:22Z
87c9716c-1936-5084-8434-3d6bff13c9fc,5e6f7081-92a3-4ee9-2a3b-4c5d6e7f8091,load-forecast-orchestrate-20251104-0002,success,2025-11-04T22:25:40Z,2025-11-04T22:29:59Z,259,9254,,,"{""attempt"":3,""environment"":""prod"",""pipeline_type"":""healthcheck"",""platform"":""airflow"",""source"":""synthetic-orchestrator-v1""}",2025-11-04T22:42:40Z,2025-11-04T22:42:40Z,2025-11-04T22:42:40Z
